philosopherLabel,birthDate,sexLabel,nationalityLabel,movementLabel,teacherLabel,studentLabel
Paul Henri Thiry d’Holbach,1723-12-08T00:00:00Z,masculin,France,athéisme,,
Paul Henri Thiry d’Holbach,1723-12-08T00:00:00Z,masculin,Palatinat du Rhin,athéisme,,
Simone de Beauvoir,1908-01-09T00:00:00Z,féminin,France,athéisme,,
Simone de Beauvoir,1908-01-09T00:00:00Z,féminin,France,féminisme,,
Simone de Beauvoir,1908-01-09T00:00:00Z,féminin,France,existentialisme,,
Rosa Luxemburg,1871-03-05T00:00:00Z,féminin,Allemagne,,Julius Wolf,
Rosa Luxemburg,1871-03-05T00:00:00Z,féminin,Empire russe,,Julius Wolf,
Rabîndranâth Tagore,1861-05-07T00:00:00Z,masculin,Raj britannique,,,Lakshmiswar Sinha
Rabîndranâth Tagore,1861-05-07T00:00:00Z,masculin,Raj britannique,,,Mukul Dey
Léon Tolstoï,1828-09-09T00:00:00Z,masculin,Empire russe,réalisme,,Isaak Feynerman
Léon Tolstoï,1828-09-09T00:00:00Z,masculin,Empire russe,réalisme,,Vasily Morozov
Émilie du Châtelet,1706-12-18T00:00:00Z,féminin,France,Lumières,Alexis Claude Clairaut,
Émilie du Châtelet,1706-12-18T00:00:00Z,féminin,France,Lumières,Pierre-Louis Moreau de Maupertuis,
Sun Yat-sen,1866-11-12T00:00:00Z,masculin,Taïwan,,,
Sun Yat-sen,1866-11-12T00:00:00Z,masculin,dynastie Qing,,,
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Philipp Ludwig von Seidel,Max von Laue
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Gustav Bauer,Max von Laue
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Philipp Ludwig von Seidel,Gustav Ludwig Hertz
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Gustav Bauer,Gustav Ludwig Hertz
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Philipp Ludwig von Seidel,Moritz Schlick
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Gustav Bauer,Moritz Schlick
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Philipp Ludwig von Seidel,Walter Schottky
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Gustav Bauer,Walter Schottky
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Philipp Ludwig von Seidel,Walther Meißner
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Gustav Bauer,Walther Meißner
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Philipp Ludwig von Seidel,Max Abraham
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Gustav Bauer,Max Abraham
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Philipp Ludwig von Seidel,Walther Bothe
Max Planck,1858-04-23T00:00:00Z,masculin,Reich allemand,,Gustav Bauer,Walther Bothe
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,athéisme,Roman Jakobson,
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,nouvelle gauche,Roman Jakobson,
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,anarcho-syndicalisme,Roman Jakobson,
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,mouvement antiguerre,Roman Jakobson,
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,athéisme,Zellig Harris,
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,nouvelle gauche,Zellig Harris,
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,anarcho-syndicalisme,Zellig Harris,
James Madison,1751-03-16T00:00:00Z,masculin,États-Unis,,,
Wilhelm Ostwald,1853-09-02T00:00:00Z,masculin,Allemagne,,,
Wilhelm Ostwald,1853-09-02T00:00:00Z,masculin,Empire russe,,,
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Augustin Louis Cauchy,Richard Congreve
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Claude-Henri de Rouvroy de Saint-Simon,Richard Congreve
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,François Arago,Richard Congreve
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Louis Jacques Thénard,Richard Congreve
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Louis Poinsot,Richard Congreve
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Alexis Thérèse Petit,Richard Congreve
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Jean Nicolas Pierre Hachette,Richard Congreve
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Daniel Encontre,Richard Congreve
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Augustin Louis Cauchy,Pierre Laffitte
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Claude-Henri de Rouvroy de Saint-Simon,Pierre Laffitte
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,François Arago,Pierre Laffitte
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Louis Jacques Thénard,Pierre Laffitte
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Louis Poinsot,Pierre Laffitte
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Alexis Thérèse Petit,Pierre Laffitte
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Jean Nicolas Pierre Hachette,Pierre Laffitte
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Daniel Encontre,Pierre Laffitte
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Augustin Louis Cauchy,Eugène Sémérie
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Claude-Henri de Rouvroy de Saint-Simon,Eugène Sémérie
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,François Arago,Eugène Sémérie
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Louis Jacques Thénard,Eugène Sémérie
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Louis Poinsot,Eugène Sémérie
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Alexis Thérèse Petit,Eugène Sémérie
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Jean Nicolas Pierre Hachette,Eugène Sémérie
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Daniel Encontre,Eugène Sémérie
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Augustin Louis Cauchy,Fabien Magnin
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Claude-Henri de Rouvroy de Saint-Simon,Fabien Magnin
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,François Arago,Fabien Magnin
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Louis Jacques Thénard,Fabien Magnin
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Louis Poinsot,Fabien Magnin
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Alexis Thérèse Petit,Fabien Magnin
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Jean Nicolas Pierre Hachette,Fabien Magnin
Auguste Comte,1798-01-19T00:00:00Z,masculin,France,positivisme,Daniel Encontre,Fabien Magnin
Umberto Eco,1932-01-05T00:00:00Z,masculin,Italie,,,Marco Belpoliti
Umberto Eco,1932-01-05T00:00:00Z,masculin,royaume d'Italie,,,Marco Belpoliti
Umberto Eco,1932-01-05T00:00:00Z,masculin,Italie,,,Christos Thivaios
Umberto Eco,1932-01-05T00:00:00Z,masculin,royaume d'Italie,,,Christos Thivaios
George Soros,1930-08-12T00:00:00Z,masculin,Hongrie,,Karl Popper,
George Soros,1930-08-12T00:00:00Z,masculin,États-Unis,,Karl Popper,
George Soros,1930-08-12T00:00:00Z,masculin,Hongrie,,Harold Laski,
George Soros,1930-08-12T00:00:00Z,masculin,États-Unis,,Harold Laski,
Vinoba Bhave,1895-09-11T00:00:00Z,masculin,Inde,,Mahatma Gandhi,Satish Kumar
Vinoba Bhave,1895-09-11T00:00:00Z,masculin,Raj britannique,,Mahatma Gandhi,Satish Kumar
Frédéric Bastiat,1801-06-30T00:00:00Z,masculin,France,,,
Alfred Marshall,1842-07-26T00:00:00Z,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande,,,Arthur Cecil Pigou
Alfred Marshall,1842-07-26T00:00:00Z,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande,,,John Maynard Keynes and Friedrich Hayek
Craig Au Yeung Ying Chai,1961-01-01T00:00:00Z,masculin,Hong Kong,,,
Dietrich von Hildebrand,1889-10-12T00:00:00Z,masculin,Allemagne,,,
Johann Baptist von Spix,1781-02-09T00:00:00Z,masculin,royaume de Bavière,,,
Émile Durkheim,1858-04-15T00:00:00Z,masculin,France,,Wilhelm Wundt,Marcel Mauss
Émile Durkheim,1858-04-15T00:00:00Z,masculin,France,,Numa Denis Fustel de Coulanges,Marcel Mauss
Émile Durkheim,1858-04-15T00:00:00Z,masculin,France,,Wilhelm Wundt,Maurice Halbwachs
Émile Durkheim,1858-04-15T00:00:00Z,masculin,France,,Numa Denis Fustel de Coulanges,Maurice Halbwachs
Émile Durkheim,1858-04-15T00:00:00Z,masculin,France,,Wilhelm Wundt,Robert Hertz
Émile Durkheim,1858-04-15T00:00:00Z,masculin,France,,Numa Denis Fustel de Coulanges,Robert Hertz
Fritz Mauthner,1849-11-22T00:00:00Z,masculin,Autriche,,,
Fritz Mauthner,1849-11-22T00:00:00Z,masculin,Allemagne,,,
Fritz Mauthner,1849-11-22T00:00:00Z,masculin,Cisleithanie,,,
Jean Améry,1912-10-31T00:00:00Z,masculin,Autriche,,,
Virchand Gandhi,1864-08-25T00:00:00Z,masculin,Raj britannique,,,
Shrimad Rajchandra,1867-11-11T00:00:00Z,masculin,Raj britannique,,,Mahatma Gandhi
Elie Wiesel,1928-09-30T00:00:00Z,masculin,États-Unis,,,
Elie Wiesel,1928-09-30T00:00:00Z,masculin,Israël,,,
Elie Wiesel,1928-09-30T00:00:00Z,masculin,royaume de Roumanie,,,
Elie Wiesel,1928-09-30T00:00:00Z,masculin,Royaume de Hongrie,,,
Émile Boirac,1851-08-26T00:00:00Z,masculin,France,,,
Anatoli Lounatcharski,1875-11-23T00:00:00Z,masculin,Union soviétique,,,
Anatoli Lounatcharski,1875-11-23T00:00:00Z,masculin,Empire russe,,,
Anatoli Lounatcharski,1875-11-23T00:00:00Z,masculin,Russie soviétique,,,
Arthur Balfour,1848-07-25T00:00:00Z,masculin,Royaume-Uni,,,
Arthur Balfour,1848-07-25T00:00:00Z,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande,,,
Samuel Huntington,1927-04-18T00:00:00Z,masculin,États-Unis,,,Francis Fukuyama
Samuel Huntington,1927-04-18T00:00:00Z,masculin,États-Unis,,,John Mearsheimer
Cai Yuanpei,1868-01-11T00:00:00Z,masculin,dynastie Qing,,,
Cai Yuanpei,1868-01-11T00:00:00Z,masculin,république de Chine,,,
Louis Couturat,1868-01-17T00:00:00Z,masculin,France,,Alphonse Darlu,
Ferdinand Tönnies,1855-07-26T00:00:00Z,masculin,Allemagne,,Theodor Storm,Erich Rothacker
Ferdinand Tönnies,1855-07-26T00:00:00Z,masculin,Allemagne,,Adolph Wagner,Erich Rothacker
Ferdinand Tönnies,1855-07-26T00:00:00Z,masculin,Allemagne,,Ernst Engel,Erich Rothacker
Ferdinand Tönnies,1855-07-26T00:00:00Z,masculin,Allemagne,,Wilhelm Wundt,Erich Rothacker
Ferdinand Tönnies,1855-07-26T00:00:00Z,masculin,Allemagne,,Richard Böckh,Erich Rothacker
Auguste Forel,1848-09-01T00:00:00Z,masculin,Suisse,,Theodor Hermann Meynert,
Friedrich Schiller,1759-11-10T00:00:00Z,masculin,duché de Saxe-Weimar,Sturm und Drang,Balthasar Haug,
Friedrich Schiller,1759-11-10T00:00:00Z,masculin,duché de Wurtemberg,Sturm und Drang,Balthasar Haug,
Friedrich Schiller,1759-11-10T00:00:00Z,masculin,duché de Saxe-Weimar,Classicisme de Weimar,Balthasar Haug,
Friedrich Schiller,1759-11-10T00:00:00Z,masculin,duché de Wurtemberg,Classicisme de Weimar,Balthasar Haug,
Curtis Anthony Anderson,1940-05-29T00:00:00Z,masculin,États-Unis,,,
William Hirstein,1966-01-01T00:00:00Z,masculin,États-Unis,,,
Quentin Smith,1952-08-27T00:00:00Z,masculin,États-Unis,,,
Kit Fine,1946-03-26T00:00:00Z,masculin,Royaume-Uni,,,Steven Kuhn
Otto Jespersen,1860-07-16T00:00:00Z,masculin,Royaume du Danemark,,,
Joseph Gredt,1863-07-30T00:00:00Z,masculin,Luxembourg,,,
Thomas Young,1773-06-13T00:00:00Z,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande,,,
Hermann Hesse,1877-07-02T00:00:00Z,masculin,Suisse,existentialisme,,
Hermann Hesse,1877-07-02T00:00:00Z,masculin,Allemagne,existentialisme,,
Hermann Hesse,1877-07-02T00:00:00Z,masculin,Empire allemand,existentialisme,,
Innokenti Annenski,1855-09-01T00:00:00Z,masculin,Empire russe,,,
Anton Szandor LaVey,1930-04-11T00:00:00Z,masculin,États-Unis,,,
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,mouvement antiguerre,Zellig Harris,
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,athéisme,Nelson Goodman,
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,nouvelle gauche,Nelson Goodman,
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,anarcho-syndicalisme,Nelson Goodman,
Noam Chomsky,1928-12-07T00:00:00Z,masculin,États-Unis,mouvement antiguerre,Nelson Goodman,
Karl Marx,1818-05-05T00:00:00Z,masculin,Royaume-Uni,,Friedrich Gottlieb Welcker,
Karl Marx,1818-05-05T00:00:00Z,masculin,Royaume de Prusse,,Friedrich Gottlieb Welcker,
Karl Marx,1818-05-05T00:00:00Z,masculin,apatride,,Friedrich Gottlieb Welcker,
Georg Wilhelm Friedrich Hegel,1770-08-27T00:00:00Z,masculin,Royaume du Wurtemberg,historicisme,,Max Stirner
Georg Wilhelm Friedrich Hegel,1770-08-27T00:00:00Z,masculin,Royaume du Wurtemberg,idéalisme allemand,,Max Stirner
Georg Wilhelm Friedrich Hegel,1770-08-27T00:00:00Z,masculin,Royaume du Wurtemberg,hégélianisme,,Max Stirner
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,siècle des Lumières,Martin Knutzen,Jacob Sigismund Beck
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,idéalisme allemand,Martin Knutzen,Jacob Sigismund Beck
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,siècle des Lumières,Johann Gottfried Teske,Jacob Sigismund Beck
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,siècle des Lumières,Martin Knutzen,Marcus Herz
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,idéalisme allemand,Martin Knutzen,Marcus Herz
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,siècle des Lumières,Johann Gottfried Teske,Marcus Herz
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,siècle des Lumières,Martin Knutzen,Christian Jakob Kraus
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,idéalisme allemand,Martin Knutzen,Christian Jakob Kraus
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,siècle des Lumières,Johann Gottfried Teske,Christian Jakob Kraus
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,siècle des Lumières,Martin Knutzen,Johann Gottlieb Fichte
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,idéalisme allemand,Martin Knutzen,Johann Gottlieb Fichte
Emmanuel Kant,1724-04-22T00:00:00Z,masculin,Royaume de Prusse,siècle des Lumières,Johann Gottfried Teske,Johann Gottlieb Fichte
Hieronymus Lorm,1821-08-09T00:00:00Z,masculin,Autriche-Hongrie,,,
Jacob Bernays,1824-09-11T00:00:00Z,masculin,Hambourg,,Friedrich Gottlieb Welcker,
Carl Göring,1841-04-28T00:00:00Z,masculin,Allemagne,,,
Carl Göring,1841-04-28T00:00:00Z,masculin,Empire allemand,,,
Gotthold Ephraim Lessing,1729-01-22T00:00:00Z,masculin,électorat de Saxe,,,
Albert Camus,1913-11-07T00:00:00Z,masculin,France,philosophie continentale,,
Friedrich Engels,1820-11-28T00:00:00Z,masculin,Royaume-Uni,,,
Friedrich Engels,1820-11-28T00:00:00Z,masculin,Royaume de Prusse,,,
Václav Havel,1936-10-05T00:00:00Z,masculin,Tchéquie,,,
Václav Havel,1936-10-05T00:00:00Z,masculin,Tchécoslovaquie,,,
David Hume,1711-05-07T00:00:00Z,masculin,royaume de Grande-Bretagne,siècle des Lumières,,
David Hume,1711-05-07T00:00:00Z,masculin,royaume de Grande-Bretagne,naturalisme,,
David Hume,1711-05-07T00:00:00Z,masculin,royaume de Grande-Bretagne,empirisme,,
David Hume,1711-05-07T00:00:00Z,masculin,royaume de Grande-Bretagne,scepticisme (philosophie),,
Fiodor Tiouttchev,1803-12-05T00:00:00Z,masculin,Empire russe,romantisme,,
Lewis Carroll,1832-01-27T00:00:00Z,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande,,,
Arthur Schopenhauer,1788-02-22T00:00:00Z,masculin,Royaume de Prusse,irrationalisme,,
Lou Andreas-Salomé,1861-02-12T00:00:00Z,féminin,Reich allemand,,Sigmund Freud,
Paul Deussen,1845-01-07T00:00:00Z,masculin,Allemagne,,,Erich Rothacker
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,France,anarchisme,,
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,Russie,anarchisme,,
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,Empire russe,anarchisme,,
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,France,athéisme,,
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,Russie,athéisme,,
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,Empire russe,athéisme,,
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,France,philosophie occidentale,,
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,Russie,philosophie occidentale,,
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,Empire russe,philosophie occidentale,,
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,France,socialisme libertaire,,
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,Russie,socialisme libertaire,,
Mikhaïl Bakounine,1814-05-30T00:00:00Z,masculin,Empire russe,socialisme libertaire,,
Pehr Forsskål,1732-01-11T00:00:00Z,masculin,Suède,,,
Walter Block,1941-08-21T00:00:00Z,masculin,États-Unis,école autrichienne d'économie,,
Friedrich Paulsen,1846-07-16T00:00:00Z,masculin,Royaume de Prusse,,,Günther Jacoby
Luce Irigaray,1930-05-03T00:00:00Z,féminin,Belgique,,,
Luce Irigaray,1930-05-03T00:00:00Z,féminin,France,,,
Susanne von Klettenberg,1723-12-19T00:00:00Z,féminin,Allemagne,,,
Léon Denis,1846-01-01T00:00:00Z,masculin,France,,,
Ralph Barton Perry,1876-07-03T00:00:00Z,masculin,États-Unis,,,
Léon Trotski,1879-11-07T00:00:00Z,masculin,Mexique,trotskisme,,
Léon Trotski,1879-11-07T00:00:00Z,masculin,Union soviétique,trotskisme,,
Léon Trotski,1879-11-07T00:00:00Z,masculin,Empire russe,trotskisme,,
Léon Trotski,1879-11-07T00:00:00Z,masculin,république socialiste soviétique d'Ukraine,trotskisme,,
Léon Trotski,1879-11-07T00:00:00Z,masculin,Russie soviétique,trotskisme,,
Bertrand Russell,1872-05-18T00:00:00Z,masculin,Royaume-Uni,philosophie analytique,George Frederick Stout,Philip Jourdain
Bertrand Russell,1872-05-18T00:00:00Z,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande,philosophie analytique,George Frederick Stout,Philip Jourdain
Bertrand Russell,1872-05-18T00:00:00Z,masculin,Royaume-Uni,libre-pensée,George Frederick Stout,Philip Jourdain
Bertrand Russell,1872-05-18T00:00:00Z,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande,libre-pensée,George Frederick Stout,Philip Jourdain
Bertrand Russell,1872-05-18T00:00:00Z,masculin,Royaume-Uni,philosophie occidentale,George Frederick Stout,Philip Jourdain
Bertrand Russell,1872-05-18T00:00:00Z,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande,philosophie occidentale,George Frederick Stout,Philip Jourdain
Paul Rée,1849-11-21T00:00:00Z,masculin,Royaume de Prusse,positivisme,,
Robert von Mohl,1799-08-17T00:00:00Z,masculin,Royaume du Wurtemberg,,,Albert Hänel
Ernst Bloch,1885-07-08T00:00:00Z,masculin,Allemagne,surréalisme,,
Ernst Bloch,1885-07-08T00:00:00Z,masculin,Tchéquie,surréalisme,,
Ernst Zermelo,1871-07-27T00:00:00Z,masculin,Allemagne,,Lazarus Fuchs,
Hans Jonas,1903-05-10T00:00:00Z,masculin,Allemagne,,,
Auguste Schlegel,1767-09-08T00:00:00Z,masculin,royaume de Hanovre,romantisme,,Albert de Saxe-Cobourg-Gotha
Auguste Schlegel,1767-09-08T00:00:00Z,masculin,royaume de Hanovre,Premier romantisme allemand,,Albert de Saxe-Cobourg-Gotha
Auguste Schlegel,1767-09-08T00:00:00Z,masculin,royaume de Hanovre,Romantisme allemand,,Albert de Saxe-Cobourg-Gotha
Robert Michels,1876-01-09T00:00:00Z,masculin,Allemagne,,,
Robert Michels,1876-01-09T00:00:00Z,masculin,royaume d'Italie,,,
Carl Stumpf,1848-04-21T00:00:00Z,masculin,Allemagne,,Franz Brentano,Edmund Husserl
Carl Stumpf,1848-04-21T00:00:00Z,masculin,Allemagne,,Rudolf Hermann Lotze,Edmund Husserl
Carl Stumpf,1848-04-21T00:00:00Z,masculin,Allemagne,,Franz Brentano,Erich Rothacker
Carl Stumpf,1848-04-21T00:00:00Z,masculin,Allemagne,,Rudolf Hermann Lotze,Erich Rothacker
Carl Stumpf,1848-04-21T00:00:00Z,masculin,Allemagne,,Franz Brentano,Hans Cornelius
Carl Stumpf,1848-04-21T00:00:00Z,masculin,Allemagne,,Rudolf Hermann Lotze,Hans Cornelius
Georg Christoph Lichtenberg,1742-07-01T00:00:00Z,masculin,landgraviat de Hesse-Darmstadt,,,Alexander von Humboldt
Georg Christoph Lichtenberg,1742-07-01T00:00:00Z,masculin,landgraviat de Hesse-Darmstadt,,,Carl Friedrich Kielmeyer
Georg Christoph Lichtenberg,1742-07-01T00:00:00Z,masculin,landgraviat de Hesse-Darmstadt,,,George Byng
Georg Christoph Lichtenberg,1742-07-01T00:00:00Z,masculin,landgraviat de Hesse-Darmstadt,,,Johann Georg Wilhelm von Raison
László Katus,1927-07-13T00:00:00Z,masculin,Hongrie,,,
Rudolf Hermann Lotze,1817-05-21T00:00:00Z,masculin,royaume de Saxe,,Gustav Fechner,Carl Stumpf
Rudolf Hermann Lotze,1817-05-21T00:00:00Z,masculin,royaume de Saxe,,Ernst Heinrich Weber,Carl Stumpf
Rudolf Hermann Lotze,1817-05-21T00:00:00Z,masculin,royaume de Saxe,,Gustav Fechner,Josiah Royce
Rudolf Hermann Lotze,1817-05-21T00:00:00Z,masculin,royaume de Saxe,,Ernst Heinrich Weber,Josiah Royce
Houston Stewart Chamberlain,1855-09-09T00:00:00Z,masculin,République de Weimar,,,
Houston Stewart Chamberlain,1855-09-09T00:00:00Z,masculin,Royaume-Uni de Grande-Bretagne et d'Irlande,,,
Franz Oppenheimer,1864-03-30T00:00:00Z,masculin,Allemagne,,,
Franz Oppenheimer,1864-03-30T00:00:00Z,masculin,Royaume de Prusse,,,
Franz Oppenheimer,1864-03-30T00:00:00Z,masculin,République de Weimar,,,
Franz Oppenheimer,1864-03-30T00:00:00Z,masculin,Empire allemand,,,
Hugo Münsterberg,1863-06-01T00:00:00Z,masculin,États-Unis,,,
Hugo Münsterberg,1863-07-01T00:00:00Z,masculin,États-Unis,,,
Hugo Münsterberg,1863-06-01T00:00:00Z,masculin,Royaume de Prusse,,,
Hugo Münsterberg,1863-07-01T00:00:00Z,masculin,Royaume de Prusse,,,
Johann Peter Eckermann,1792-09-21T00:00:00Z,masculin,royaume de Hanovre,,,
Antonio Patriota,1954-04-27T00:00:00Z,masculin,Brésil,,,
Robert von Mohl,1799-08-17T00:00:00Z,masculin,duché de Wurtemberg,,,Albert Hänel
Hermann Heller,1891-07-17T00:00:00Z,masculin,Autriche,,,
Hermann Heller,1891-07-17T00:00:00Z,masculin,République de Weimar,,,
Lujo Brentano,1844-12-18T00:00:00Z,masculin,Empire allemand,,,Rudolf Meerwarth
Ludwig Büchner,1824-03-29T00:00:00Z,masculin,grand-duché de Hesse,athéisme,,
Ludwig Büchner,1824-03-29T00:00:00Z,masculin,grand-duché de Hesse,libre-pensée,,
Ludwig Büchner,1824-03-29T00:00:00Z,masculin,grand-duché de Hesse,scientific materialism,,
Ted Nelson,1937-06-17T00:00:00Z,masculin,États-Unis,,,
Walter Kaufmann,1921-07-01T00:00:00Z,masculin,États-Unis,philosophie continentale,,
Walter Kaufmann,1921-07-01T00:00:00Z,masculin,Allemagne,philosophie continentale,,
Walter Kaufmann,1921-07-01T00:00:00Z,masculin,États-Unis,philosophie occidentale,,
Walter Kaufmann,1921-07-01T00:00:00Z,masculin,Allemagne,philosophie occidentale,,
Johannes Nikolaus Tetens,1736-09-16T00:00:00Z,masculin,Allemagne,,,
Johannes Nikolaus Tetens,1736-09-16T00:00:00Z,masculin,Royaume du Danemark,,,
Albrecht Ritschl,1822-03-25T00:00:00Z,masculin,Royaume de Prusse,,,
Adam Müller,1779-06-30T00:00:00Z,masculin,Royaume de Prusse,,,
Franz Leopold Neumann,1900-05-23T00:00:00Z,masculin,République de Weimar,,,
Franz Leopold Neumann,1900-05-23T00:00:00Z,masculin,Empire allemand,,,
Robert Spaemann,1927-05-05T00:00:00Z,masculin,Allemagne,,,
Christian August Crusius,1715-01-10T00:00:00Z,masculin,Royaume de Prusse,,,
Johann Salomo Semler,1725-12-18T00:00:00Z,masculin,Allemagne,,Siegmund Jakob Baumgarten,Raymund Dapp
Karl Lamprecht,1856-02-25T00:00:00Z,masculin,Royaume de Prusse,,,
Arthur Drews,1865-11-01T00:00:00Z,masculin,Allemagne,,,
Ozjasz Thon,1870-02-13T00:00:00Z,masculin,Pologne,,,
Ozjasz Thon,1870-02-13T00:00:00Z,masculin,Autriche-Hongrie,,,
Odo Marquard,1928-02-26T00:00:00Z,masculin,Allemagne,,,
Paul Oskar Kristeller,1905-05-22T00:00:00Z,masculin,États-Unis,,,James Hankins
Paul Oskar Kristeller,1905-05-22T00:00:00Z,masculin,Allemagne,,,James Hankins
Paul Oskar Kristeller,1905-05-22T00:00:00Z,masculin,États-Unis,,,Ronald G. Witt
Paul Oskar Kristeller,1905-05-22T00:00:00Z,masculin,Allemagne,,,Ronald G. Witt
Paul Oskar Kristeller,1905-05-22T00:00:00Z,masculin,États-Unis,,,Neal Ward Gilbert
Paul Oskar Kristeller,1905-05-22T00:00:00Z,masculin,Allemagne,,,Neal Ward Gilbert
Paul Kirchhoff,1900-08-17T00:00:00Z,masculin,Mexique,,,
Paul Kirchhoff,1900-08-17T00:00:00Z,masculin,République de Weimar,,,
